Date,Locate a Dealer (New - usche078),Apply for Credit (New - usche079),BYO Engagement (New - usche076),Vehicle Search Results (New - usche080),Request a Quote (New - usche07a),Payment Estimator,Locate a Vehicle - Complete,Build to Order - Complete,Schedule Sales Appt,Current Offers Engagement,Value Trade-Ins,Request a Test Drive,MOV Engagement,Download a Brochure,Google Store Visits
8/15/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/15/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
8/15/2021,9,0,171,299,5,14.00,0.00,0.00,0.00,15.00,4.00,0.00,237.00,0.00,61.00
8/15/2021,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
8/15/2021,1,0,2,39,0,0.00,0.00,0.00,0.00,7.00,2.00,0.00,4.00,0.00,2.00
8/15/2021,2,0,0,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
8/15/2021,0,0,3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00
8/16/2021,0,0,4,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,7,0,98,2,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00
8/16/2021,0,0,4,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/16/2021,0,0,31,13,0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00
8/16/2021,2,0,79,10,0,2.00,5.00,0.00,0.00,0.00,1.00,0.00,31.00,0.00,0.00
8/16/2021,4,0,20,16,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00
8/16/2021,1,0,43,48,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00
8/16/2021,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,3,0,36,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
8/16/2021,0,0,11,7,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34.00,0.00,0.00
8/16/2021,31,0,345,527,7,36.00,6.00,0.00,0.00,224.00,6.00,0.00,422.00,0.00,199.00
8/16/2021,10,0,33,92,0,2.00,0.00,0.00,0.00,47.00,0.00,0.00,43.00,0.00,17.00
8/16/2021,75,1,213,565,4,17.00,1.00,0.00,0.00,404.00,3.00,0.00,96.00,0.00,154.00
8/16/2021,68,3,770,748,2,80.00,23.00,0.00,0.00,171.00,4.00,0.00,501.00,0.00,240.00
8/16/2021,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/16/2021,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,5,0,29,64,0,3.00,0.00,0.00,0.00,2.00,0.00,0.00,26.00,0.00,8.00
8/16/2021,0,0,0,2,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
8/16/2021,8,0,12,35,0,3.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,7.00
8/16/2021,0,0,12,12,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,14.00,0.00,5.00
8/16/2021,1,0,7,29,0,0.00,0.00,0.00,0.00,3.00,0.00,0.00,7.00,0.00,8.00
8/16/2021,3,0,42,37,0,5.00,7.00,0.00,0.00,19.00,3.00,0.00,47.00,0.00,14.00
8/16/2021,0,0,31,4,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/16/2021,12,0,24,59,0,0.00,0.00,0.00,0.00,19.00,6.00,0.00,36.00,0.00,34.00
8/16/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
8/16/2021,1,0,33,22,1,0.00,0.00,0.00,0.00,10.00,0.00,0.00,45.00,0.00,16.00
8/16/2021,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,20,0,204,166,7,21.00,17.00,0.00,0.00,35.00,0.00,0.00,285.00,0.00,69.00
8/16/2021,5,0,48,142,0,1.00,0.00,0.00,0.00,18.00,0.00,0.00,51.00,0.00,22.00
8/16/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,3,0,47,44,0,5.00,2.00,0.00,0.00,5.00,0.00,0.00,59.00,0.00,8.00
8/16/2021,8,0,13,26,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,25.00,0.00,9.00
8/16/2021,0,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,11,0,20,36,0,0.00,0.00,0.00,0.00,9.00,0.00,0.00,21.00,0.00,22.00
8/16/2021,4,0,7,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00
8/16/2021,67,0,245,284,7,4.00,14.00,0.00,0.00,16.00,1.00,1.00,354.00,0.00,68.00
8/16/2021,0,0,3,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00
8/16/2021,1,0,7,25,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23.00,0.00,5.00
8/16/2021,1,0,97,352,0,6.00,1.00,0.00,0.00,12.00,3.00,0.00,105.00,0.00,29.00
8/16/2021,11,0,138,599,0,8.00,0.00,0.00,0.00,6.00,0.00,0.00,52.00,0.00,29.00
8/16/2021,13,0,227,1043,1,9.00,0.00,0.00,0.00,22.00,0.00,1.00,241.00,3.00,61.00
8/16/2021,7,0,30,88,3,4.00,0.00,0.00,0.00,0.00,2.00,0.00,72.00,0.00,15.00
8/16/2021,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,74,1,2872,5235,23,12.00,3.00,0.00,0.00,42.00,21.00,6.00,1706.00,0.00,375.00
8/16/2021,39,0,612,2270,7,67.00,0.00,0.00,0.00,26.00,7.00,0.00,604.00,0.00,180.00
8/16/2021,8,0,269,361,3,21.00,1.00,0.00,0.00,26.00,1.00,1.00,123.00,0.00,53.00
8/16/2021,5,0,17,56,0,2.00,0.00,0.00,0.00,1.00,0.00,0.00,20.00,0.00,5.00
8/16/2021,85,1,1664,2820,6,218.00,32.00,0.00,0.00,122.00,11.00,1.00,1154.00,2.00,193.00
8/16/2021,90,1,2106,5488,15,203.00,5.00,0.00,0.00,352.00,14.00,1.00,1910.00,5.00,527.00
8/16/2021,84,0,1627,2608,18,189.00,3.00,0.00,0.00,41.00,12.00,6.00,1352.00,1.00,291.00
8/16/2021,20,0,2582,838,1,38.00,190.00,0.00,0.00,55.00,22.00,0.00,347.00,0.00,122.00
8/16/2021,77,1,625,1854,7,115.00,0.00,0.00,0.00,35.00,8.00,1.00,678.00,1.00,233.00
8/16/2021,6,0,47,129,1,1.00,0.00,0.00,0.00,2.00,0.00,0.00,73.00,0.00,21.00
8/16/2021,30,0,104,400,3,4.00,0.00,0.00,0.00,7.00,0.00,0.00,86.00,0.00,33.00
8/16/2021,41,3,874,1945,11,113.00,12.00,0.00,0.00,72.00,8.00,5.00,1573.00,0.00,404.00
8/16/2021,84,0,944,2516,14,115.00,2.00,0.00,0.00,307.00,10.00,2.00,1292.00,1.00,387.00
8/16/2021,0,0,1,9,0,1.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,1.00
8/16/2021,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,0,0,4,25,0,5.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00
8/16/2021,4,0,9,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00
8/16/2021,0,0,3,4,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00
8/16/2021,0,0,3,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00
8/16/2021,3,0,21,235,0,0.00,0.00,0.00,0.00,124.00,1.00,0.00,11.00,0.00,22.00
8/16/2021,7,0,73,175,2,14.00,1.00,0.00,0.00,15.00,0.00,0.00,140.00,0.00,52.00
8/16/2021,7,0,27,171,0,14.00,0.00,0.00,0.00,106.00,0.00,0.00,9.00,0.00,22.00
8/16/2021,177,1,1131,2051,6,102.00,10.00,0.00,0.00,66.00,6.00,2.00,339.00,0.00,270.00
8/16/2021,19,0,76,460,0,26.00,4.00,0.00,0.00,331.00,4.00,0.00,35.00,0.00,60.00
8/16/2021,463,13,10506,13648,57,893.00,211.00,0.00,0.00,897.00,78.00,13.00,6498.00,20.00,1533.00
8/16/2021,6,0,32,65,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,9.00
8/16/2021,0,0,6,43,0,0.00,0.00,0.00,0.00,46.00,0.00,0.00,2.00,0.00,9.00
8/16/2021,14,0,236,527,6,46.00,0.00,0.00,0.00,23.00,6.00,0.00,423.00,0.00,120.00
8/16/2021,7,0,66,201,5,2.00,0.00,0.00,0.00,7.00,0.00,1.00,74.00,0.00,26.00
8/16/2021,98,0,644,1842,4,28.00,3.00,0.00,0.00,26.00,7.00,1.00,688.00,2.00,283.00
8/16/2021,8,0,309,788,2,0.00,0.00,0.00,0.00,5.00,5.00,0.00,183.00,0.00,39.00
8/16/2021,0,0,6,6,0,1.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00
8/16/2021,6,0,188,844,0,28.00,4.00,0.00,0.00,15.00,3.00,0.00,153.00,0.00,48.00
8/16/2021,0,0,4,10,0,11.00,0.00,0.00,0.00,11.00,0.00,0.00,2.00,0.00,0.00
8/16/2021,8,0,21,156,4,10.00,0.00,0.00,0.00,148.00,0.00,0.00,6.00,0.00,30.00
8/16/2021,2,0,19,64,1,3.00,0.00,0.00,0.00,71.00,3.00,0.00,8.00,0.00,6.00
8/16/2021,1,0,2,10,0,2.00,0.00,0.00,0.00,8.00,0.00,0.00,3.00,0.00,4.00
8/16/2021,2,0,55,356,1,7.00,0.00,0.00,0.00,4.00,2.00,0.00,72.00,0.00,11.00
8/16/2021,14,0,1551,402,2,22.00,75.00,0.00,0.00,24.00,13.00,0.00,202.00,0.00,52.00
8/16/2021,4,0,19,48,0,2.00,4.00,0.00,0.00,28.00,0.00,0.00,3.00,0.00,12.00
8/16/2021,0,0,0,15,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,2.00
8/16/2021,6,0,28,76,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,45.00,0.00,9.00
8/16/2021,0,0,8,84,0,0.00,3.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,5.00
8/16/2021,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/16/2021,1,0,3,8,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00
8/16/2021,7,0,139,456,1,10.00,0.00,0.00,0.00,5.00,0.00,0.00,113.00,0.00,23.00
8/16/2021,0,0,0,4,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
8/16/2021,5,0,66,252,0,27.00,0.00,0.00,0.00,7.00,4.00,0.00,134.00,0.00,24.00
8/16/2021,0,0,1,3,0,4.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
8/16/2021,0,0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/16/2021,0,0,5,37,0,1.00,0.00,0.00,0.00,10.00,1.00,0.00,6.00,0.00,3.00
8/16/2021,1,0,60,3,0,0.00,6.00,0.00,0.00,4.00,0.00,0.00,22.00,0.00,77.00
8/16/2021,1,0,76,138,0,10.00,2.00,0.00,0.00,7.00,0.00,0.00,44.00,0.00,12.00
8/16/2021,0,0,3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8/16/2021,31,0,988,2739,4,99.00,2.00,0.00,0.00,147.00,10.00,1.00,1221.00,0.00,390.00
8/16/2021,0,0,4,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
8/16/2021,1,0,114,34,0,9.00,0.00,0.00,0.00,12.00,2.00,0.00,100.00,0.00,29.00
8/16/2021,2,0,4,81,0,1.00,0.00,0.00,0.00,38.00,0.00,1.00,4.00,0.00,5.00
8/16/2021,72,0,1266,3083,4,122.00,1.00,0.00,0.00,74.00,19.00,3.00,1239.00,5.00,420.00
8/16/2021,76,1,886,1799,7,44.00,1.00,0.00,0.00,123.00,12.00,0.00,454.00,5.00,223.00
8/16/2021,3,0,85,234,1,13.00,0.00,0.00,0.00,27.00,2.00,0.00,91.00,0.00,15.00
8/16/2021,37,0,217,511,2,13.00,0.00,0.00,0.00,23.00,0.00,0.00,255.00,0.00,94.00
8/16/2021,7,0,80,298,0,15.00,1.00,0.00,0.00,5.00,2.00,0.00,97.00,0.00,27.00
8/16/2021,0,0,1,57,0,0.00,0.00,0.00,0.00,15.00,0.00,0.00,6.00,0.00,2.00
8/16/2021,1,0,11,33,0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,8.00,0.00,0.00
8/16/2021,18,0,154,369,0,29.00,0.00,0.00,0.00,17.00,2.00,1.00,228.00,0.00,71.00
8/16/2021,1,0,0,2,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00
8/16/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
8/16/2021,0,0,2,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
8/17/2021,0,0,115,7,0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,32.00,0.00,0.00
8/17/2021,0,0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,9,0,143,7,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00
8/17/2021,0,0,43,5,0,2.00,0.00,0.00,0.00,1.00,0.00,0.00,25.00,0.00,0.00
8/17/2021,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,0,0,19,17,0,2.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00
8/17/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/17/2021,0,0,40,21,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00
8/17/2021,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/17/2021,1,0,10,26,0,0.00,2.00,0.00,0.00,2.00,0.00,0.00,46.00,0.00,0.00
8/17/2021,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,1,0,24,7,0,3.00,2.00,0.00,0.00,4.00,0.00,0.00,7.00,0.00,0.00
8/17/2021,34,0,339,664,4,51.00,12.00,0.00,0.00,173.00,8.00,0.00,363.00,0.00,195.00
8/17/2021,41,1,828,699,6,70.00,26.00,0.00,0.00,172.00,12.00,1.00,585.00,2.00,226.00
8/17/2021,70,0,210,611,6,8.00,4.00,0.00,0.00,377.00,1.00,0.00,113.00,0.00,191.00
8/17/2021,5,0,34,143,0,0.00,0.00,0.00,0.00,49.00,0.00,0.00,41.00,0.00,22.00
8/17/2021,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,6,0,12,46,1,1.00,4.00,0.00,0.00,6.00,3.00,0.00,26.00,0.00,10.00
8/17/2021,0,0,25,72,1,4.00,0.00,0.00,0.00,5.00,0.00,0.00,29.00,0.00,19.00
8/17/2021,1,0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
8/17/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
8/17/2021,1,0,20,7,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10.00,0.00,2.00
8/17/2021,5,0,37,43,0,13.00,0.00,0.00,0.00,11.00,0.00,0.00,43.00,0.00,22.00
8/17/2021,2,0,7,9,0,1.00,0.00,0.00,0.00,3.00,0.00,0.00,13.00,0.00,5.00
8/17/2021,9,0,13,46,1,0.00,0.00,0.00,0.00,15.00,0.00,0.00,29.00,0.00,23.00
8/17/2021,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,1,0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/17/2021,5,0,56,23,0,3.00,8.00,0.00,0.00,7.00,0.00,0.00,40.00,0.00,9.00
8/17/2021,5,0,74,35,0,0.00,0.00,0.00,0.00,13.00,1.00,0.00,27.00,0.00,9.00
8/17/2021,16,1,269,213,1,18.00,1.00,0.00,0.00,31.00,1.00,0.00,270.00,0.00,82.00
8/17/2021,0,0,16,14,0,0.00,0.00,0.00,0.00,3.00,0.00,0.00,37.00,0.00,10.00
8/17/2021,9,0,52,78,0,4.00,0.00,0.00,0.00,22.00,0.00,0.00,71.00,0.00,26.00
8/17/2021,4,0,21,37,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,34.00,0.00,16.00
8/17/2021,3,0,4,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00
8/17/2021,14,0,134,292,1,7.00,0.00,0.00,0.00,11.00,1.00,0.00,56.00,0.00,20.00
8/17/2021,1,0,18,37,0,3.00,2.00,0.00,0.00,1.00,0.00,0.00,31.00,0.00,5.00
8/17/2021,69,0,303,323,5,5.00,4.00,0.00,0.00,17.00,0.00,0.00,345.00,0.00,71.00
8/17/2021,2,0,52,83,0,4.00,0.00,0.00,0.00,6.00,3.00,0.00,48.00,0.00,12.00
8/17/2021,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00
8/17/2021,14,0,90,416,1,15.00,0.00,0.00,0.00,9.00,4.00,0.00,119.00,1.00,26.00
8/17/2021,82,1,2124,5208,10,255.00,0.00,0.00,0.00,302.00,12.00,5.00,1831.00,2.00,507.00
8/17/2021,22,0,235,1028,0,11.00,0.00,0.00,0.00,16.00,6.00,0.00,245.00,1.00,66.00
8/17/2021,17,1,244,648,3,24.00,3.00,0.00,0.00,18.00,6.00,0.00,112.00,1.00,65.00
8/17/2021,78,2,2850,5369,21,18.00,9.00,0.00,0.00,45.00,15.00,2.00,1684.00,2.00,349.00
8/17/2021,78,3,1626,3226,30,217.00,32.00,0.00,0.00,128.00,9.00,1.00,1228.00,7.00,226.00
8/17/2021,28,0,679,2529,6,51.00,0.00,0.00,0.00,18.00,11.00,2.00,624.00,0.00,164.00
8/17/2021,5,1,20,111,1,0.00,0.00,0.00,0.00,3.00,0.00,0.00,41.00,0.00,7.00
8/17/2021,23,0,3004,852,5,41.00,135.00,0.00,0.00,49.00,11.00,0.00,338.00,0.00,93.00
8/17/2021,81,1,1822,3459,21,200.00,19.00,0.00,0.00,40.00,5.00,1.00,1277.00,2.00,278.00
8/17/2021,7,0,50,107,0,6.00,0.00,0.00,0.00,3.00,2.00,0.00,80.00,0.00,27.00
8/17/2021,73,1,1020,2861,14,129.00,0.00,0.00,0.00,294.00,14.00,2.00,1336.00,2.00,405.00
8/17/2021,48,0,649,2296,11,74.00,0.00,0.00,0.00,36.00,9.00,1.00,766.00,1.00,229.00
8/17/2021,0,0,1,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00
8/17/2021,34,0,816,1740,9,134.00,4.00,0.00,0.00,54.00,17.00,0.00,1342.00,1.00,354.00
8/17/2021,26,0,111,347,3,3.00,0.00,0.00,0.00,0.00,6.00,0.00,95.00,0.00,39.00
8/17/2021,0,0,4,1,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
8/17/2021,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,0,0,8,89,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00
8/17/2021,0,0,25,209,0,6.00,0.00,0.00,0.00,105.00,0.00,0.00,12.00,0.00,19.00
8/17/2021,91,4,982,2011,6,98.00,14.00,0.00,0.00,67.00,14.00,2.00,348.00,1.00,304.00
8/17/2021,0,0,30,14,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,4.00
8/17/2021,0,0,2,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/17/2021,14,0,85,124,2,14.00,1.00,0.00,0.00,7.00,1.00,0.00,160.00,0.00,52.00
8/17/2021,7,0,36,73,0,2.00,0.00,0.00,0.00,2.00,0.00,0.00,42.00,0.00,14.00
8/17/2021,610,9,10408,13660,45,969.00,187.00,0.00,0.00,915.00,52.00,6.00,6460.00,6.00,1477.00
8/17/2021,3,0,17,147,1,7.00,0.00,0.00,0.00,112.00,0.00,0.00,7.00,0.00,19.00
8/17/2021,15,0,264,521,3,36.00,0.00,0.00,0.00,20.00,0.00,0.00,412.00,2.00,113.00
8/17/2021,23,0,90,451,5,25.00,7.00,0.00,0.00,327.00,2.00,0.00,39.00,2.00,78.00
8/17/2021,8,0,347,673,1,5.00,0.00,0.00,0.00,5.00,2.00,1.00,183.00,0.00,45.00
8/17/2021,113,1,672,1870,12,18.00,0.00,0.00,0.00,25.00,6.00,0.00,675.00,1.00,283.00
8/17/2021,0,0,11,63,1,2.00,0.00,0.00,0.00,40.00,0.00,0.00,5.00,0.00,7.00
8/17/2021,7,1,175,582,0,21.00,10.00,0.00,0.00,37.00,8.00,0.00,159.00,0.00,36.00
8/17/2021,0,0,0,18,0,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00
8/17/2021,4,0,13,96,2,4.00,0.00,0.00,0.00,96.00,0.00,0.00,7.00,0.00,21.00
8/17/2021,1,0,1,13,0,1.00,0.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,1.00
8/17/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00
8/17/2021,7,0,71,228,1,5.00,0.00,0.00,0.00,8.00,0.00,0.00,87.00,0.00,30.00
8/17/2021,1,0,80,367,0,13.00,1.00,0.00,0.00,5.00,3.00,0.00,77.00,0.00,12.00
8/17/2021,0,0,0,8,0,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00
8/17/2021,0,0,7,96,0,0.00,2.00,0.00,0.00,27.00,0.00,0.00,9.00,0.00,4.00
8/17/2021,4,0,16,48,0,7.00,0.00,0.00,0.00,43.00,0.00,0.00,5.00,0.00,11.00
8/17/2021,5,0,24,19,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,53.00,0.00,11.00
8/17/2021,1,0,7,62,0,0.00,0.00,0.00,0.00,8.00,0.00,0.00,2.00,0.00,4.00
8/17/2021,11,0,174,397,1,20.00,0.00,0.00,0.00,1.00,0.00,0.00,131.00,0.00,26.00
8/17/2021,0,0,8,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.00
8/17/2021,0,0,4,52,2,2.00,0.00,0.00,0.00,10.00,0.00,0.00,1.00,0.00,1.00
8/17/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
8/17/2021,13,0,1376,618,2,16.00,110.00,0.00,0.00,27.00,9.00,0.00,188.00,3.00,44.00
8/17/2021,6,0,49,154,0,7.00,0.00,0.00,0.00,3.00,0.00,1.00,95.00,0.00,18.00
8/17/2021,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00
8/17/2021,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/17/2021,2,0,60,114,0,8.00,0.00,0.00,0.00,6.00,0.00,0.00,58.00,3.00,12.00
8/17/2021,5,0,58,99,0,9.00,0.00,0.00,0.00,9.00,0.00,0.00,66.00,0.00,25.00
8/17/2021,1,0,145,10,0,0.00,2.00,0.00,0.00,2.00,0.00,0.00,17.00,0.00,63.00
8/17/2021,41,0,879,2557,6,124.00,1.00,0.00,0.00,138.00,16.00,0.00,1197.00,1.00,407.00
8/17/2021,0,0,2,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/17/2021,1,0,0,11,0,0.00,0.00,0.00,0.00,28.00,0.00,0.00,2.00,0.00,3.00
8/17/2021,73,0,975,1826,14,66.00,0.00,0.00,0.00,116.00,13.00,0.00,423.00,0.00,228.00
8/17/2021,67,0,1269,3067,8,106.00,3.00,0.00,0.00,57.00,4.00,0.00,1218.00,2.00,358.00
8/17/2021,28,0,209,396,2,6.00,2.00,0.00,0.00,32.00,0.00,0.00,214.00,0.00,106.00
8/17/2021,16,0,171,315,2,14.00,0.00,0.00,0.00,15.00,0.00,0.00,220.00,0.00,72.00
8/17/2021,14,0,85,388,0,14.00,3.00,0.00,0.00,12.00,1.00,0.00,122.00,2.00,30.00
8/17/2021,16,0,53,312,2,11.00,1.00,0.00,0.00,14.00,7.00,0.00,76.00,0.00,27.00
8/17/2021,2,0,7,35,0,3.00,0.00,0.00,0.00,20.00,0.00,0.00,3.00,0.00,4.00
8/17/2021,6,0,13,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,7.00
8/17/2021,0,0,1,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
8/18/2021,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/18/2021,1,0,31,16,0,3.00,0.00,0.00,0.00,1.00,0.00,0.00,11.00,0.00,0.00
8/18/2021,2,0,118,10,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,30.00,0.00,0.00
8/18/2021,0,0,3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/18/2021,0,0,16,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00
8/18/2021,3,0,135,5,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,63.00,0.00,0.00
8/18/2021,3,0,43,47,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,34.00,0.00,0.00
8/18/2021,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/18/2021,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/18/2021,0,0,28,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8/18/2021,40,1,682,809,10,92.00,26.00,0.00,0.00,162.00,5.00,0.00,477.00,0.00,260.00
8/18/2021,7,1,26,97,0,5.00,0.00,0.00,0.00,51.00,0.00,0.00,15.00,0.00,13.00
8/18/2021,0,0,19,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00
8/18/2021,23,0,338,576,8,39.00,6.00,0.00,0.00,198.00,8.00,0.00,360.00,0.00,192.00
